,incorrect_image_paths,correct_image_paths,correct_identified_image_indicies,incorrect_image_indicies
467,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_sw_15_060_20190831_000231.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images1/chips_positive\wa_60cm_2019_48122_m_4812236_nw_10_060_20191010_000231.jpg,805,231
468,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_sw_15_060_20190831_000135.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images1/chips_positive\wa_60cm_2019_48122_m_4812236_nw_10_060_20191010_000135.jpg,796,208
469,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_sw_15_060_20190831_000255.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images1/chips_positive\wa_60cm_2019_48122_m_4812236_nw_10_060_20191010_000255.jpg,808,309
470,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_sw_15_060_20190831_000086.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images1/chips_positive\wa_60cm_2019_48122_m_4812236_nw_10_060_20191010_000086.jpg,787,183
471,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\ma_60cm_2018_42071_m_4207140_se_19_060_20181016_000250.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images1/chips_positive\wa_60cm_2019_48122_m_4812211_nw_10_060_20191010_000250.jpg,1338,320
472,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\ma_60cm_2018_42071_m_4207140_se_19_060_20181016_000277.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images1/chips_positive\wa_60cm_2019_48122_m_4812211_nw_10_060_20191010_000277.jpg,1343,117
473,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_sw_15_060_20190831_000136.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images1/chips_positive\wa_60cm_2019_48122_m_4812236_nw_10_060_20191010_000136.jpg,797,180
474,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_sw_15_060_20190831_000111.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images1/chips_positive\wa_60cm_2019_48122_m_4812236_nw_10_060_20191010_000111.jpg,791,228
475,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\ma_60cm_2018_42071_m_4207140_se_19_060_20181016_000300.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images1/chips_positive\wa_60cm_2019_48122_m_4812211_nw_10_060_20191010_000300.jpg,1345,206
476,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_sw_15_060_20190831_000126.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images1/chips_positive\wa_60cm_2019_48122_m_4812236_nw_10_060_20191010_000126.jpg,794,160
477,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\ma_60cm_2018_42071_m_4207140_se_19_060_20181016_000299.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images1/chips_positive\wa_60cm_2019_48122_m_4812211_nw_10_060_20191010_000299.jpg,1344,240
478,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_sw_15_060_20190831_000232.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images1/chips_positive\wa_60cm_2019_48122_m_4812236_nw_10_060_20191010_000232.jpg,806,178
479,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_sw_15_060_20190831_000279.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images1/chips_positive\wa_60cm_2019_48122_m_4812236_nw_10_060_20191010_000279.jpg,811,282
480,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\ma_60cm_2018_42071_m_4207140_se_19_060_20181016_000276.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images1/chips_positive\wa_60cm_2019_48122_m_4812211_nw_10_060_20191010_000276.jpg,1342,54
481,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\ma_60cm_2018_42071_m_4207140_se_19_060_20181016_000275.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images1/chips_positive\wa_60cm_2019_48122_m_4812211_nw_10_060_20191010_000275.jpg,1341,245
482,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_sw_15_060_20190831_000087.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images1/chips_positive\wa_60cm_2019_48122_m_4812236_nw_10_060_20191010_000087.jpg,788,277
483,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_sw_15_060_20190831_000256.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images1/chips_positive\wa_60cm_2019_48122_m_4812236_nw_10_060_20191010_000256.jpg,809,279
484,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_sw_15_060_20190831_000280.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images1/chips_positive\wa_60cm_2019_48122_m_4812236_nw_10_060_20191010_000280.jpg,812,82
485,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_sw_15_060_20190831_000088.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images1/chips_positive\wa_60cm_2019_48122_m_4812236_nw_10_060_20191010_000088.jpg,789,1
486,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_nw_15_060_20190831_000321.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images4/chips_positive\nj_60cm_2019_40074_m_4007424_sw_18_060_20190830_000334.jpg,774,189
487,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_nw_15_060_20190831_000317.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images4/chips_positive\ny_60cm_2019_40074_m_4007424_sw_18_060_20190830_000330.jpg,771,458
488,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_nw_15_060_20190831_000343.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images4/chips_positive\ny_60cm_2019_40074_m_4007424_sw_18_060_20190830_000357.jpg,778,351
489,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_nw_15_060_20190831_000320.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images4/chips_positive\ny_60cm_2019_40074_m_4007424_sw_18_060_20190830_000333.jpg,773,261
490,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_nw_15_060_20190831_000293.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images4/chips_positive\ny_60cm_2019_40074_m_4007424_sw_18_060_20190830_000305.jpg,763,213
491,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_nw_15_060_20190831_000315.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images4/chips_positive\ny_60cm_2019_40074_m_4007424_sw_18_060_20190830_000328.jpg,769,67
492,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_nw_15_060_20190831_000274.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images4/chips_positive\ny_60cm_2019_40074_m_4007424_sw_18_060_20190830_000285.jpg,759,288
493,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_nw_15_060_20190831_000221.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images4/chips_positive\ny_60cm_2019_40074_m_4007424_sw_18_060_20190830_000230.jpg,752,301
494,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_nw_15_060_20190831_000275.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images4/chips_positive\nj_60cm_2019_40074_m_4007424_sw_18_060_20190830_000286.jpg,760,4
495,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_nw_15_060_20190831_000270.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images4/chips_positive\ny_60cm_2019_40074_m_4007424_sw_18_060_20190830_000281.jpg,755,87
496,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_nw_15_060_20190831_000322.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images4/chips_positive\nj_60cm_2019_40074_m_4007424_sw_18_060_20190830_000335.jpg,775,58
497,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_nw_15_060_20190831_000323.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images4/chips_positive\ny_60cm_2019_40074_m_4007424_sw_18_060_20190830_000336.jpg,776,199
498,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_nw_15_060_20190831_000057.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images4/chips_positive\nj_60cm_2019_40074_m_4007424_sw_18_060_20190830_000059.jpg,751,34
499,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_nw_15_060_20190831_000245.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images4/chips_positive\ny_60cm_2019_40074_m_4007424_sw_18_060_20190830_000255.jpg,753,272
500,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_nw_15_060_20190831_000319.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images4/chips_positive\ny_60cm_2019_40074_m_4007424_sw_18_060_20190830_000332.jpg,772,62
501,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_nw_15_060_20190831_000272.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images4/chips_positive\ny_60cm_2019_40074_m_4007424_sw_18_060_20190830_000283.jpg,757,249
502,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_nw_15_060_20190831_000033.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images4/chips_positive\nj_60cm_2019_40074_m_4007424_sw_18_060_20190830_000034.jpg,750,476
503,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_nw_15_060_20190831_000296.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images4/chips_positive\nj_60cm_2019_40074_m_4007424_sw_18_060_20190830_000308.jpg,765,53
504,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_nw_15_060_20190831_000344.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images4/chips_positive\ny_60cm_2019_40074_m_4007424_sw_18_060_20190830_000358.jpg,779,328
505,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_nw_15_060_20190831_000271.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images4/chips_positive\ny_60cm_2019_40074_m_4007424_sw_18_060_20190830_000282.jpg,756,20
506,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_nw_15_060_20190831_000346.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images4/chips_positive\nj_60cm_2019_40074_m_4007424_sw_18_060_20190830_000360.jpg,781,1
507,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_nw_15_060_20190831_000291.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images4/chips_positive\nj_60cm_2019_40074_m_4007424_sw_18_060_20190830_000303.jpg,761,41
508,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_nw_15_060_20190831_000298.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images4/chips_positive\nj_60cm_2019_40074_m_4007424_sw_18_060_20190830_000310.jpg,767,13
509,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_nw_15_060_20190831_000294.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images4/chips_positive\ny_60cm_2019_40074_m_4007424_sw_18_060_20190830_000306.jpg,764,289
510,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_nw_15_060_20190831_000297.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images4/chips_positive\ny_60cm_2019_40074_m_4007424_sw_18_060_20190830_000309.jpg,766,452
511,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30090_m_3009060_nw_15_060_20190831_000339.jpg,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Sunny/student_reviewed_images4/chips_positive\nj_60cm_2019_40074_m_4007424_sw_18_060_20190830_000353.jpg,777,109
